league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g-xg,expected_np:g-xg,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,assists,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ_pct,take-ons_tkld,take-ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,team_success_(xg)_onxg,team_success_(xg)_onxga,team_success_(xg)_xg+/-,team_success_(xg)_xg+/-90,team_success_(xg)_on-off,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_(gk),passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv
ITA-Serie A,2024-25,Roma,Mario Hermoso,ESP,DF,29,1995,8,2,251,2.8,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,3,14,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ESP,DF,29,1995,2.8,0,1,0,0.0,0.36,0.0,0.0,0.0,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,ESP,DF,29,1995,2.8,182,202,90.1,3429,979,67,74,90.5,100,106,94.3,15,19,78.9,0,0.0,0.1,0.0,0,17,2,1,14,passing,ESP,DF,29,1995,2.8,202,187,15,4,0,2,3,6,0,0,0,0,182,0,4,passing_types,ESP,DF,29,1995,2.8,4,1.43,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,DF,29,1995,2.8,2,1,2,0,0,0,1,0.0,1,1,1,0,4,6,13,0,defense,ESP,DF,29,1995,2.8,227,24,97,113,18,1,227,3,2,66.7,1,33.3,104,455,250,3,1,0,0,1,163,5,possession,ESP,DF,29,1995,8,251,31,7.3,2.8,2,77,1,6,16,5,1.38,2,7,-5,-1.79,-2.53,2.4,6.0,-3.6,-1.29,-1.73,playing_time,ESP,DF,29,1995,2.8,2,1,1,7,1,0,3,4,1,0,0,0,11,3,5,37.5,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Mats Hummels,GER,DF,35,1988,14,11,915,10.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,4,26,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,standard,GER,DF,35,1988,10.2,0,8,1,12.5,0.79,0.1,0.0,0.0,15.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5,shooting,GER,DF,35,1988,10.2,389,437,89.0,7200,2611,140,149,94.0,219,234,93.6,27,41,65.9,0,0.1,0.1,-0.1,2,15,0,0,26,passing,GER,DF,35,1988,10.2,437,421,16,13,1,0,2,1,0,0,0,0,389,0,7,passing_types,GER,DF,35,1988,10.2,8,0.79,6,0,1,0,1,0,1,0.1,1,0,0,0,0,0,goal_shot_creation,GER,DF,35,1988,10.2,30,15,16,14,0,11,18,61.1,7,12,4,8,26,56,43,0,defense,GER,DF,35,1988,10.2,560,57,222,313,29,10,560,6,4,66.7,2,33.3,279,1306,637,4,9,0,0,1,324,1,possession,GER,DF,35,1988,14,915,65,26.8,10.2,11,77,5,3,23,19,1.93,21,9,12,1.18,0.86,17.4,8.5,9.0,0.88,0.77,playing_time,GER,DF,35,1988,10.2,1,0,0,9,4,0,2,26,15,0,0,1,41,23,15,60.5,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Matìas Soulé,ARG,"MF,DF",21,2003,27,22,1781,19.8,5,5,10,5,0,0,3,0,3.0,3.0,5.2,8.3,84,89,191,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42,standard,ARG,"MF,DF",21,2003,19.8,5,42,13,31.0,2.12,0.66,0.12,0.38,21.1,1,0,0,3.0,3.0,0.07,2.0,2.0,shooting,ARG,"MF,DF",21,2003,19.8,785,955,82.2,11957,2869,452,493,91.7,243,300,81.0,59,102,57.8,5,5.2,3.4,-0.2,51,53,34,12,89,passing,ARG,"MF,DF",21,2003,19.8,955,853,100,21,5,2,88,35,38,23,8,0,785,2,15,passing_types,ARG,"MF,DF",21,2003,19.8,90,4.55,63,17,3,5,2,0,8,0.4,5,1,0,1,1,0,goal_shot_creation,ARG,"MF,DF",21,2003,19.8,26,16,12,7,7,10,23,43.5,13,25,3,22,9,35,25,0,defense,ARG,"MF,DF",21,2003,19.8,1271,24,137,472,673,73,1271,108,35,32.4,54,50.0,794,4724,2444,84,56,32,56,32,915,191,possession,ARG,"MF,DF",21,2003,27,1781,66,52.1,19.8,22,79,6,5,10,10,1.78,23,17,6,0.3,-0.52,23.9,20.5,3.4,0.17,-0.3,playing_time,ARG,"MF,DF",21,2003,19.8,3,0,0,12,36,1,88,9,16,0,0,0,105,10,17,37.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Mile Svilar,SRB,GK,24,1999,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,GK,24,1999,38.0,0,1,0,0.0,0.03,0.0,0.0,0.0,10.5,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,SRB,GK,24,1999,38.0,1151,1459,78.9,29765,16946,196,196,100.0,647,649,99.7,307,612,50.2,0,0.0,0.0,0.0,0,15,0,0,2,passing,SRB,GK,24,1999,38.0,1459,1187,271,71,0,2,0,0,0,0,0,0,1151,1,0,passing_types,SRB,GK,24,1999,38.0,6,0.16,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SRB,GK,24,1999,38.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,2,defense,SRB,GK,24,1999,38.0,1531,1226,1522,8,1,1,1531,0,0,0.0,0,0.0,944,4802,2705,0,0,0,0,1,874,0,possession,SRB,GK,24,1999,38,3420,90,100.0,38.0,38,90,38,0,0,0,1.82,56,35,21,0.55,0.0,53.0,40.9,12.1,0.32,0.0,playing_time,SRB,GK,24,1999,38.0,1,0,0,0,8,0,0,0,0,0,0,0,53,6,1,85.7,misc,SRB,GK,24,1999,38,38,3420,38.0,35,0.92,151,117,79.5,20,9,9,16,42.1,4,4,0,0,0.0,keeper,SRB,GK,24,1999,38.0,35,4,0,4,1,42.5,0.26,8.5,0.22,124,413,30.0,1258,170,23.8,30.6,200,56.5,45.5,495,30,6.1,33,0.87,13.7,keeper_adv
ITA-Serie A,2024-25,Roma,Niccolò Pisilli,ITA,MF,19,2004,28,11,1227,13.6,2,1,3,2,0,0,7,0,2.7,2.7,0.7,3.4,22,63,44,0.15,0.07,0.22,0.15,0.22,0.2,0.05,0.25,0.2,0.25,standard,ITA,MF,19,2004,13.6,2,27,7,25.9,1.98,0.51,0.07,0.29,18.1,0,0,0,2.7,2.7,0.1,-0.7,-0.7,shooting,ITA,MF,19,2004,13.6,471,564,83.5,7869,1905,218,246,88.6,208,237,87.8,34,53,64.2,1,0.7,1.0,0.3,10,67,8,2,63,passing,ITA,MF,19,2004,13.6,564,555,5,3,3,3,10,1,1,0,0,0,471,4,7,passing_types,ITA,MF,19,2004,13.6,35,2.57,27,0,1,3,3,1,5,0.37,4,0,0,1,0,0,goal_shot_creation,ITA,MF,19,2004,13.6,24,11,11,8,5,12,22,54.5,10,14,3,11,11,35,16,0,defense,ITA,MF,19,2004,13.6,718,19,101,417,205,34,718,14,5,35.7,6,42.9,389,1888,921,22,16,6,27,15,507,44,possession,ITA,MF,19,2004,28,1227,44,35.9,13.6,11,77,5,17,23,9,1.93,19,14,5,0.37,-0.29,18.4,14.8,3.6,0.26,-0.09,playing_time,ITA,MF,19,2004,13.6,7,0,0,19,13,1,10,11,11,0,0,0,58,3,21,12.5,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Nicola Zalewski,POL,"DF,FW",22,2002,12,4,533,5.9,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,31,17,54,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18,standard,POL,"DF,FW",22,2002,5.9,0,5,0,0.0,0.84,0.0,0.0,0.0,21.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting,POL,"DF,FW",22,2002,5.9,194,265,73.2,3235,575,102,118,86.4,71,96,74.0,16,32,50.0,0,0.8,0.6,-0.8,10,10,14,7,17,passing,POL,"DF,FW",22,2002,5.9,265,236,28,2,0,1,29,26,0,0,0,0,194,1,12,passing_types,POL,"DF,FW",22,2002,5.9,20,3.37,18,0,0,0,2,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,POL,"DF,FW",22,2002,5.9,8,6,3,2,3,2,7,28.6,5,7,2,5,4,12,8,2,defense,POL,"DF,FW",22,2002,5.9,325,9,53,122,155,15,325,16,2,12.5,13,81.3,193,1581,818,31,18,6,8,4,221,54,possession,POL,"DF,FW",22,2002,12,533,44,15.6,5.9,4,71,0,8,31,6,1.08,8,9,-1,-0.17,-0.85,8.7,6.6,2.1,0.36,0.05,playing_time,POL,"DF,FW",22,2002,5.9,0,0,0,2,13,1,29,4,6,0,0,0,23,5,8,38.5,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Obite N'Dicka,CIV,DF,24,1999,38,38,3420,38.0,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.8,29,107,5,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,standard,CIV,DF,24,1999,38.0,0,18,5,27.8,0.47,0.13,0.0,0.0,11.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,shooting,CIV,DF,24,1999,38.0,2295,2492,92.1,42188,14137,811,843,96.2,1288,1340,96.1,165,258,64.0,1,0.7,0.4,0.3,8,124,3,0,107,passing,CIV,DF,24,1999,38.0,2492,2374,115,56,0,4,0,5,0,0,0,0,2295,3,9,passing_types,CIV,DF,24,1999,38.0,33,0.87,30,0,0,3,0,0,3,0.08,1,0,0,2,0,0,goal_shot_creation,CIV,DF,24,1999,38.0,32,26,17,15,0,14,21,66.7,7,46,30,16,33,65,150,2,defense,CIV,DF,24,1999,38.0,2823,360,1348,1401,85,26,2823,3,0,0.0,2,66.7,1734,8749,4009,29,19,0,20,3,2065,5,possession,CIV,DF,24,1999,38,3420,90,100.0,38.0,38,90,38,0,0,0,1.82,56,35,21,0.55,0.0,53.0,40.9,12.1,0.32,0.0,playing_time,CIV,DF,24,1999,38.0,2,0,0,37,23,1,0,33,26,0,0,0,134,61,49,55.5,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,24,16,1417,15.7,6,3,9,3,3,3,2,0,6.4,4.0,5.0,9.0,41,79,122,0.38,0.19,0.57,0.19,0.38,0.4,0.32,0.72,0.25,0.57,standard,ARG,"FW,MF",30,1993,15.7,6,47,15,31.9,2.99,0.95,0.06,0.2,21.1,6,3,3,6.4,4.0,0.09,-0.4,-1.0,shooting,ARG,"FW,MF",30,1993,15.7,596,729,81.8,9980,2382,315,346,91.0,177,213,83.1,72,114,63.2,3,5.0,5.2,-2.0,40,47,26,5,79,passing,ARG,"FW,MF",30,1993,15.7,729,645,81,26,2,16,62,5,36,11,14,2,596,3,16,passing_types,ARG,"FW,MF",30,1993,15.7,84,5.34,47,19,1,6,11,0,8,0.51,5,1,0,0,2,0,goal_shot_creation,ARG,"FW,MF",30,1993,15.7,17,7,3,9,5,8,19,42.1,11,12,1,11,2,19,2,0,defense,ARG,"FW,MF",30,1993,15.7,909,6,67,415,439,75,906,43,11,25.6,17,39.5,595,3180,1472,41,42,17,40,28,709,122,possession,ARG,"FW,MF",30,1993,24,1417,59,41.4,15.7,16,80,5,8,18,7,1.63,29,15,14,0.89,0.57,25.3,18.7,6.7,0.42,0.18,playing_time,ARG,"FW,MF",30,1993,15.7,2,0,0,6,60,6,62,2,7,2,0,0,63,8,17,32.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Samuel Dahl,SWE,"DF,MF",24,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SWE,"DF,MF",24,2000,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,SWE,"DF,MF",24,2000,0.5,24,28,85.7,268,95,22,23,95.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,2,1,0,2,passing,SWE,"DF,MF",24,2000,0.5,28,27,1,0,0,0,1,1,0,0,0,0,24,0,0,passing_types,SWE,"DF,MF",24,2000,0.5,1,2.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SWE,"DF,MF",24,2000,0.5,2,2,0,2,0,1,2,50.0,1,2,0,2,0,2,0,0,defense,SWE,"DF,MF",24,2000,0.5,37,0,3,16,18,0,37,1,0,0.0,1,100.0,21,117,35,1,2,0,1,0,25,4,possession,SWE,"DF,MF",24,2000,2,43,22,1.3,0.5,0,0,0,2,22,20,0.0,2,2,0,0.0,-0.56,0.3,0.8,-0.5,-1.07,-1.4,playing_time,SWE,"DF,MF",24,2000,0.5,0,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Saud Abdulhamid,KSA,DF,25,1999,4,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,9,26,0.0,0.44,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09,standard,KSA,DF,25,1999,2.3,0,1,0,0.0,0.44,0.0,0.0,0.0,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,KSA,DF,25,1999,2.3,118,136,86.8,1766,368,65,69,94.2,49,55,89.1,2,6,33.3,1,0.2,0.2,0.8,2,4,4,2,9,passing,KSA,DF,25,1999,2.3,136,103,33,1,0,0,7,32,0,0,0,0,118,0,3,passing_types,KSA,DF,25,1999,2.3,6,2.65,5,0,0,0,1,0,1,0.44,1,0,0,0,0,0,goal_shot_creation,KSA,DF,25,1999,2.3,3,2,2,0,1,1,1,100.0,0,2,0,2,2,5,0,0,defense,KSA,DF,25,1999,2.3,157,0,27,75,56,7,157,8,3,37.5,2,25.0,90,399,175,6,2,2,5,1,108,26,possession,KSA,DF,25,1999,4,205,51,6.0,2.3,2,62,0,2,41,27,1.5,4,1,3,1.32,0.81,3.6,1.5,2.1,0.92,0.64,playing_time,KSA,DF,25,1999,2.3,0,0,0,2,5,0,7,2,2,0,1,0,3,0,1,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Stephan El Shaarawy,ITA,"DF,MF",31,1992,31,12,1098,12.2,3,4,7,3,0,0,2,0,2.7,2.7,1.2,3.9,42,49,77,0.25,0.33,0.57,0.25,0.57,0.22,0.1,0.32,0.22,0.32,standard,ITA,"DF,MF",31,1992,12.2,3,28,12,42.9,2.3,0.98,0.11,0.25,18.8,1,0,0,2.7,2.7,0.09,0.3,0.3,shooting,ITA,"DF,MF",31,1992,12.2,399,504,79.2,5710,1604,238,269,88.5,133,169,78.7,16,30,53.3,4,1.2,2.0,2.8,15,19,21,3,49,passing,ITA,"DF,MF",31,1992,12.2,504,449,51,2,4,0,27,47,2,0,2,0,399,4,12,passing_types,ITA,"DF,MF",31,1992,12.2,47,3.85,37,1,2,4,3,0,9,0.74,7,0,0,1,1,0,goal_shot_creation,ITA,"DF,MF",31,1992,12.2,16,12,4,6,6,6,12,50.0,6,4,0,4,10,26,13,0,defense,ITA,"DF,MF",31,1992,12.2,635,14,91,254,305,45,635,38,17,44.7,14,36.8,381,2565,1222,42,37,12,22,10,429,77,possession,ITA,"DF,MF",31,1992,31,1098,35,32.1,12.2,12,64,3,19,17,5,1.9,25,9,16,1.31,1.12,23.2,11.9,11.3,0.92,0.89,playing_time,ITA,"DF,MF",31,1992,12.2,2,0,0,7,14,5,27,10,12,1,0,0,48,5,19,20.8,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Tammy Abraham,ENG,FW,26,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,FW,26,1997,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,ENG,FW,26,1997,0.0,1,3,33.3,44,32,0,1,0.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,ENG,FW,26,1997,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,passing_types,ENG,FW,26,1997,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,FW,26,1997,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,ENG,FW,26,1997,0.0,4,0,0,2,2,1,4,0,0,0.0,0,0.0,3,2,1,0,0,0,1,0,4,2,possession,ENG,FW,26,1997,1,1,1,0.0,0.0,0,0,0,1,1,1,1.0,0,0,0,0.0,-0.55,0.0,0.1,0.0,-3.09,-3.41,playing_time,ENG,FW,26,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,31,5,832,9.2,1,1,2,1,0,0,2,0,1.4,1.4,1.0,2.4,39,23,57,0.11,0.11,0.22,0.11,0.22,0.16,0.1,0.26,0.16,0.26,standard,ITA,"MF,FW",21,2003,9.2,1,20,4,20.0,2.16,0.43,0.05,0.25,18.6,0,0,0,1.4,1.4,0.07,-0.4,-0.4,shooting,ITA,"MF,FW",21,2003,9.2,305,363,84.0,3953,740,195,214,91.1,95,113,84.1,3,8,37.5,1,1.0,0.8,0.0,10,22,6,0,23,passing,ITA,"MF,FW",21,2003,9.2,363,344,17,2,4,1,7,10,0,0,0,0,305,2,14,passing_types,ITA,"MF,FW",21,2003,9.2,36,3.89,23,0,6,4,2,1,4,0.43,3,0,0,0,0,1,goal_shot_creation,ITA,"MF,FW",21,2003,9.2,12,4,5,4,3,4,12,33.3,8,4,0,4,6,18,8,0,defense,ITA,"MF,FW",21,2003,9.2,472,5,43,191,248,38,472,39,17,43.6,21,53.8,292,1963,994,39,31,10,16,9,335,57,possession,ITA,"MF,FW",21,2003,31,832,27,24.3,9.2,5,64,0,26,20,7,1.81,16,8,8,0.87,0.41,15.0,8.8,6.3,0.68,0.47,playing_time,ITA,"MF,FW",21,2003,9.2,2,0,0,7,16,0,7,6,4,0,0,0,48,1,3,25.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ITA-Serie A,2024-25,Roma,Victor Nelsson,DEN,DF,25,1998,4,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,DEN,DF,25,1998,2.1,0,1,0,0.0,0.48,0.0,0.0,0.0,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,DEN,DF,25,1998,2.1,106,120,88.3,1908,447,36,41,87.8,65,71,91.5,5,8,62.5,0,0.0,0.0,0.0,0,7,0,0,4,passing,DEN,DF,25,1998,2.1,120,114,6,2,0,0,0,4,0,0,0,0,106,0,0,passing_types,DEN,DF,25,1998,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,DEN,DF,25,1998,2.1,5,4,3,1,1,3,5,60.0,2,1,0,1,2,7,9,0,defense,DEN,DF,25,1998,2.1,141,6,61,73,8,2,141,1,1,100.0,0,0.0,66,269,149,0,0,0,4,0,99,0,possession,DEN,DF,25,1998,4,187,47,5.5,2.1,1,90,1,3,32,9,2.5,1,0,1,0.48,-0.08,2.9,0.7,2.2,1.08,0.81,playing_time,DEN,DF,25,1998,2.1,0,0,0,2,5,0,0,2,4,0,0,0,4,7,2,77.8,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
