league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g-xg,expected_np:g-xg,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,assists,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ_pct,take-ons_tkld,take-ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,team_success_(xg)_onxg,team_success_(xg)_onxga,team_success_(xg)_xg+/-,team_success_(xg)_xg+/-90,team_success_(xg)_on-off,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_(gk),passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv
ESP-La Liga,2024-25,Las Palmas,Marvin,ESP,"DF,FW",24,2000,23,9,1038,11.5,0,0,0,0,0,0,4,0,0.2,0.2,1.1,1.3,29,30,72,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,standard,ESP,"DF,FW",24,2000,11.5,0,5,0,0.0,0.43,0.0,0.0,0.0,13.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,ESP,"DF,FW",24,2000,11.5,370,502,73.7,6233,1918,182,208,87.5,147,192,76.6,31,62,50.0,0,1.1,1.2,-1.1,6,24,14,10,30,passing,ESP,"DF,FW",24,2000,11.5,502,418,83,17,0,0,52,66,0,0,0,0,370,1,19,passing_types,ESP,"DF,FW",24,2000,11.5,14,1.21,12,1,0,1,0,0,2,0.17,2,0,0,0,0,0,goal_shot_creation,ESP,"DF,FW",24,2000,11.5,25,13,12,9,4,11,26,42.3,15,17,6,11,15,40,34,0,defense,ESP,"DF,FW",24,2000,11.5,658,32,166,292,207,19,658,18,2,11.1,14,77.8,309,2037,879,29,20,1,26,8,347,72,possession,ESP,"DF,FW",24,2000,23,1038,45,30.4,11.5,9,75,4,14,26,1,0.87,15,18,-3,-0.26,0.42,11.7,20.9,-9.2,-0.79,0.01,playing_time,ESP,"DF,FW",24,2000,11.5,4,0,0,20,17,0,52,15,13,0,1,0,53,10,17,37.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Mika Mármol,ESP,DF,23,2001,30,27,2399,26.7,0,1,1,0,0,0,5,0,0.4,0.4,1.5,1.9,33,106,62,0.0,0.04,0.04,0.0,0.04,0.02,0.06,0.07,0.02,0.07,standard,ESP,DF,23,2001,26.7,0,10,0,0.0,0.38,0.0,0.0,0.0,15.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,ESP,DF,23,2001,26.7,1112,1495,74.4,20092,8991,499,560,89.1,470,579,81.2,125,298,41.9,1,1.5,2.0,-0.5,16,119,16,7,106,passing,ESP,DF,23,2001,26.7,1495,1264,227,30,0,7,57,192,0,0,0,0,1112,4,24,passing_types,ESP,DF,23,2001,26.7,39,1.46,34,4,0,1,0,0,4,0.15,4,0,0,0,0,0,goal_shot_creation,ESP,DF,23,2001,26.7,61,29,35,24,2,34,52,65.4,18,46,14,32,38,99,121,2,defense,ESP,DF,23,2001,26.7,1820,145,681,890,257,16,1820,15,7,46.7,8,53.3,793,3825,2342,33,26,1,15,5,1065,62,possession,ESP,DF,23,2001,30,2399,80,70.1,26.7,27,87,24,3,20,3,0.83,29,44,-15,-0.56,-0.03,26.8,46.6,-19.8,-0.74,0.19,playing_time,ESP,DF,23,2001,26.7,5,0,0,33,8,3,57,38,29,0,1,0,78,28,21,57.1,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Oliver McBurnie,SCO,FW,28,1996,34,20,1837,20.4,3,6,9,3,0,0,3,0,4.8,4.8,2.8,7.6,7,27,75,0.15,0.29,0.44,0.15,0.44,0.24,0.14,0.37,0.24,0.37,standard,SCO,FW,28,1996,20.4,3,32,12,37.5,1.57,0.59,0.09,0.25,12.3,0,0,0,4.8,4.8,0.15,-1.8,-1.8,shooting,SCO,FW,28,1996,20.4,276,419,65.9,3391,779,185,253,73.1,63,106,59.4,6,9,66.7,6,2.8,1.0,3.2,24,23,7,1,27,passing,SCO,FW,28,1996,20.4,419,386,31,1,0,0,2,5,0,0,0,0,276,2,5,passing_types,SCO,FW,28,1996,20.4,42,2.06,32,0,3,4,3,0,6,0.29,6,0,0,0,0,0,goal_shot_creation,SCO,FW,28,1996,20.4,15,7,5,8,2,5,12,41.7,7,15,5,10,6,21,24,0,defense,SCO,FW,28,1996,20.4,605,29,57,307,247,93,605,34,16,47.1,18,52.9,269,958,233,7,4,7,38,21,426,75,possession,SCO,FW,28,1996,34,1837,54,53.7,20.4,20,77,8,14,21,4,0.68,21,37,-16,-0.78,-0.5,20.8,36.1,-15.3,-0.75,0.11,playing_time,SCO,FW,28,1996,20.4,3,0,0,32,19,9,2,6,7,0,0,0,40,87,93,48.3,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Pejiño,ESP,FW,28,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,standard,ESP,FW,28,1996,0.2,0,1,0,0.0,5.63,0.0,0.0,0.0,24.6,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,ESP,FW,28,1996,0.2,6,7,85.7,87,22,3,3,100.0,3,4,75.0,0,0,0.0,0,0.0,0.0,0.0,0,0,1,0,1,passing,ESP,FW,28,1996,0.2,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,passing_types,ESP,FW,28,1996,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,FW,28,1996,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense,ESP,FW,28,1996,0.2,9,0,2,3,4,0,9,0,0,0.0,0,0.0,9,57,17,1,0,0,1,0,7,2,possession,ESP,FW,28,1996,1,16,16,0.5,0.2,0,0,0,1,16,7,1.0,0,0,0,0.0,0.56,0.1,0.1,0.0,-0.22,0.59,playing_time,ESP,FW,28,1996,0.2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Sandro Ramírez,ESP,"FW,MF",29,1995,31,25,2034,22.6,9,3,12,8,1,1,6,0,4.1,3.3,3.4,6.7,52,52,121,0.4,0.13,0.53,0.35,0.49,0.18,0.15,0.33,0.15,0.29,standard,ESP,"FW,MF",29,1995,22.6,9,51,20,39.2,2.26,0.88,0.16,0.4,24.3,14,1,1,4.1,3.3,0.06,4.9,4.7,shooting,ESP,"FW,MF",29,1995,22.6,438,682,64.2,7317,2293,206,270,76.3,174,236,73.7,39,107,36.4,3,3.4,3.2,-0.4,28,33,10,3,52,passing,ESP,"FW,MF",29,1995,22.6,682,580,94,26,3,3,122,8,60,17,36,0,438,8,26,passing_types,ESP,"FW,MF",29,1995,22.6,59,2.61,31,18,0,2,8,0,6,0.27,3,1,0,0,2,0,goal_shot_creation,ESP,"FW,MF",29,1995,22.6,27,15,10,13,4,13,30,43.3,17,20,0,20,16,43,22,2,defense,ESP,"FW,MF",29,1995,22.6,930,26,146,383,417,64,929,47,16,34.0,26,55.3,469,2578,1134,52,21,24,49,28,575,121,possession,ESP,"FW,MF",29,1995,31,2034,66,59.5,22.6,25,75,6,6,28,1,0.94,26,33,-7,-0.31,0.6,21.8,39.8,-18.0,-0.8,0.01,playing_time,ESP,"FW,MF",29,1995,22.6,6,0,0,26,43,5,122,16,15,1,1,0,93,12,16,42.9,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Scott McKenna,SCO,DF,27,1996,29,28,2466,27.4,0,0,0,0,0,0,5,1,1.1,1.1,0.7,1.8,11,45,3,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,standard,SCO,DF,27,1996,27.4,0,10,0,0.0,0.36,0.0,0.0,0.0,12.5,0,0,0,1.1,1.1,0.11,-1.1,-1.1,shooting,SCO,DF,27,1996,27.4,1276,1471,86.7,23646,7874,441,479,92.1,735,801,91.8,85,158,53.8,0,0.7,0.4,-0.7,4,50,1,0,45,passing,SCO,DF,27,1996,27.4,1471,1411,58,36,0,6,2,5,0,0,0,0,1276,2,5,passing_types,SCO,DF,27,1996,27.4,12,0.44,8,1,1,2,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SCO,DF,27,1996,27.4,21,13,16,5,0,9,12,75.0,3,36,28,8,9,30,163,2,defense,SCO,DF,27,1996,27.4,1745,272,1035,661,54,23,1745,3,3,100.0,0,0.0,912,4118,2131,11,10,2,8,4,1140,3,possession,SCO,DF,27,1996,29,2466,85,72.1,27.4,28,87,26,1,22,1,1.07,33,43,-10,-0.36,0.67,26.6,49.2,-22.6,-0.83,-0.08,playing_time,SCO,DF,27,1996,27.4,5,1,0,13,8,1,2,9,13,0,1,1,69,85,44,65.9,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Sergio Viera,ESP,MF,19,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ESP,MF,19,2005,1.1,0,1,0,0.0,0.94,0.0,0.0,0.0,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,MF,19,2005,1.1,45,51,88.2,782,110,22,25,88.0,16,17,94.1,6,7,85.7,0,0.0,0.0,0.0,0,5,0,0,2,passing,ESP,MF,19,2005,1.1,51,50,1,0,0,1,0,0,0,0,0,0,45,0,1,passing_types,ESP,MF,19,2005,1.1,2,1.87,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,MF,19,2005,1.1,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,1,0,defense,ESP,MF,19,2005,1.1,59,1,8,43,9,1,59,2,1,50.0,1,50.0,32,119,30,0,0,0,2,0,46,2,possession,ESP,MF,19,2005,2,96,48,2.8,1.1,1,60,0,1,36,7,0.0,0,0,0,0.0,0.57,0.6,1.1,-0.6,-0.53,0.28,playing_time,ESP,MF,19,2005,1.1,1,0,0,1,1,0,0,1,1,0,0,0,5,1,2,33.3,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",19,2004,14,12,969,10.8,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,8,39,9,0.09,0.0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,standard,ESP,"MF,DF",19,2004,10.8,1,5,2,40.0,0.46,0.19,0.2,0.5,23.1,0,0,0,0.3,0.3,0.05,0.7,0.7,shooting,ESP,"MF,DF",19,2004,10.8,300,418,71.8,5892,1599,119,150,79.3,129,158,81.6,48,88,54.5,0,0.2,0.3,-0.2,7,28,8,0,39,passing,ESP,"MF,DF",19,2004,10.8,418,397,18,14,0,9,4,2,1,1,0,0,300,3,8,passing_types,ESP,"MF,DF",19,2004,10.8,14,1.3,10,0,0,2,2,0,1,0.09,0,0,0,1,0,0,goal_shot_creation,ESP,"MF,DF",19,2004,10.8,29,14,13,13,3,12,28,42.9,16,25,4,21,15,44,26,1,defense,ESP,"MF,DF",19,2004,10.8,570,33,148,339,90,6,570,24,11,45.8,9,37.5,238,1175,538,8,9,0,21,6,293,9,possession,ESP,"MF,DF",19,2004,14,969,69,28.3,10.8,12,75,3,2,35,1,0.64,7,17,-10,-0.93,-0.52,8.6,16.0,-7.4,-0.69,0.16,playing_time,ESP,"MF,DF",19,2004,10.8,4,0,0,21,14,0,4,15,14,0,1,0,61,17,13,56.7,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Valentín Pezzolesi,ESP,DF,17,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,17,2007,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,ESP,DF,17,2007,0.1,2,5,40.0,45,4,0,2,0.0,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,DF,17,2007,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,passing_types,ESP,DF,17,2007,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,DF,17,2007,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,defense,ESP,DF,17,2007,0.1,6,1,5,0,1,0,6,0,0,0.0,0,0.0,2,4,2,0,0,0,0,0,1,0,possession,ESP,DF,17,2007,1,6,6,0.2,0.1,0,0,0,1,6,4,0.0,0,1,-1,-15.0,-14.47,0.1,0.1,0.0,0.73,1.53,playing_time,ESP,DF,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Viti,ESP,DF,26,1997,29,23,1982,22.0,0,2,2,0,0,0,5,0,0.1,0.1,1.4,1.4,43,44,65,0.0,0.09,0.09,0.0,0.09,0.0,0.06,0.06,0.0,0.06,standard,ESP,DF,26,1997,22.0,0,3,2,66.7,0.14,0.09,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,ESP,DF,26,1997,22.0,757,934,81.0,12326,4296,366,400,91.5,331,411,80.5,45,80,56.3,2,1.4,1.3,0.6,12,40,13,8,44,passing,ESP,DF,26,1997,22.0,934,722,209,16,1,3,45,193,0,0,0,0,757,3,18,passing_types,ESP,DF,26,1997,22.0,29,1.32,23,3,2,0,1,0,3,0.14,3,0,0,0,0,0,goal_shot_creation,ESP,DF,26,1997,22.0,71,46,43,21,7,31,45,68.9,14,28,7,21,27,98,61,0,defense,ESP,DF,26,1997,22.0,1186,62,396,562,241,23,1186,20,9,45.0,7,35.0,491,3138,1498,43,14,4,28,6,559,65,possession,ESP,DF,26,1997,29,1982,68,58.0,22.0,23,80,12,6,24,2,0.9,21,36,-15,-0.68,-0.31,18.5,35.0,-16.4,-0.75,0.13,playing_time,ESP,DF,26,1997,22.0,5,0,0,28,31,0,45,27,46,0,0,0,85,18,19,48.6,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Álex Muñoz,ESP,DF,30,1994,21,18,1415,15.7,3,0,3,3,0,0,3,0,0.9,0.9,0.5,1.4,15,45,53,0.19,0.0,0.19,0.19,0.19,0.05,0.03,0.09,0.05,0.09,standard,ESP,DF,30,1994,15.7,3,9,5,55.6,0.57,0.32,0.33,0.6,14.5,0,0,0,0.9,0.9,0.1,2.1,2.1,shooting,ESP,DF,30,1994,15.7,618,775,79.7,9935,3534,298,335,89.0,286,353,81.0,27,57,47.4,0,0.5,0.7,-0.5,7,34,9,8,45,passing,ESP,DF,30,1994,15.7,775,635,139,12,0,2,27,119,0,0,0,0,618,1,13,passing_types,ESP,DF,30,1994,15.7,15,0.95,12,1,0,0,2,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,DF,30,1994,15.7,39,29,22,16,1,21,38,55.3,17,28,11,17,16,55,69,0,defense,ESP,DF,30,1994,15.7,974,82,392,418,169,19,974,9,2,22.2,6,66.7,398,1740,1027,15,8,1,10,1,544,53,possession,ESP,DF,30,1994,21,1415,67,41.4,15.7,18,76,9,3,18,16,0.9,15,29,-14,-0.89,-0.58,12.7,29.5,-16.8,-1.07,-0.46,playing_time,ESP,DF,30,1994,15.7,3,0,0,30,14,2,27,16,29,0,1,0,35,24,21,53.3,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Las Palmas,Álex Suárez,ESP,DF,31,1993,30,30,2460,27.3,0,0,0,0,0,0,12,0,0.5,0.5,0.1,0.6,6,53,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ESP,DF,31,1993,27.3,0,6,3,50.0,0.22,0.11,0.0,0.0,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting,ESP,DF,31,1993,27.3,1165,1357,85.9,21803,7921,408,431,94.7,649,705,92.1,91,181,50.3,0,0.1,0.2,-0.1,3,50,3,0,53,passing,ESP,DF,31,1993,27.3,1357,1210,146,71,1,9,1,34,0,0,0,0,1165,1,13,passing_types,ESP,DF,31,1993,27.3,14,0.51,12,0,0,2,0,0,2,0.07,2,0,0,0,0,0,goal_shot_creation,ESP,DF,31,1993,27.3,40,23,30,9,1,20,27,74.1,7,39,24,15,13,53,107,2,defense,ESP,DF,31,1993,27.3,1609,225,877,684,53,19,1609,2,0,0.0,2,100.0,816,3700,1912,6,4,0,12,1,1020,3,possession,ESP,DF,31,1993,30,2460,82,71.9,27.3,30,82,18,0,0,5,0.93,28,45,-17,-0.62,-0.25,25.0,47.4,-22.4,-0.82,-0.06,playing_time,ESP,DF,31,1993,27.3,12,0,0,27,21,1,1,13,23,0,1,2,68,25,48,34.2,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Leganés,Adrià Altimira,ESP,"DF,FW",23,2001,22,19,1630,18.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.8,23,42,69,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,standard,ESP,"DF,FW",23,2001,18.1,0,7,2,28.6,0.39,0.11,0.0,0.0,24.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting,ESP,"DF,FW",23,2001,18.1,483,615,78.5,7731,2148,255,292,87.3,186,237,78.5,34,61,55.7,0,0.5,0.7,-0.5,11,34,10,2,42,passing,ESP,"DF,FW",23,2001,18.1,615,516,97,4,2,3,28,93,0,0,0,0,483,2,11,passing_types,ESP,"DF,FW",23,2001,18.1,21,1.16,14,1,1,0,5,0,1,0.06,1,0,0,0,0,0,goal_shot_creation,ESP,"DF,FW",23,2001,18.1,41,24,26,12,3,24,40,60.0,16,15,6,9,15,56,54,2,defense,ESP,"DF,FW",23,2001,18.1,826,57,248,380,209,8,826,31,10,32.3,12,38.7,370,1917,1049,23,23,4,28,7,432,69,possession,ESP,"DF,FW",23,2001,22,1630,74,47.7,18.1,19,79,11,3,43,14,1.18,17,26,-9,-0.5,-0.09,15.6,25.5,-9.9,-0.55,0.13,playing_time,ESP,"DF,FW",23,2001,18.1,6,0,0,27,28,3,28,15,24,0,1,0,71,12,19,38.7,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ESP-La Liga,2024-25,Leganés,Aritz Arambarri,ESP,DF,26,1998,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,DF,26,1998,2.0,0,1,0,0.0,0.51,0.0,0.0,0.0,15.7,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,DF,26,1998,2.0,49,67,73.1,1025,258,11,13,84.6,34,41,82.9,4,12,33.3,0,0.0,0.0,0.0,0,1,0,0,2,passing,ESP,DF,26,1998,2.0,67,65,2,2,0,1,0,0,0,0,0,0,49,0,1,passing_types,ESP,DF,26,1998,2.0,1,0.51,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,DF,26,1998,2.0,1,1,1,0,0,1,1,100.0,0,2,2,0,3,4,8,0,defense,ESP,DF,26,1998,2.0,86,12,59,26,1,1,86,0,0,0.0,0,0.0,44,253,137,0,0,0,1,0,48,0,possession,ESP,DF,26,1998,2,177,89,5.2,2.0,2,89,1,0,0,1,2.0,3,2,1,0.51,1.01,2.5,2.6,-0.2,-0.08,0.56,playing_time,ESP,DF,26,1998,2.0,0,0,0,0,0,0,0,3,1,0,0,0,4,6,8,42.9,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
