league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
GER-Bundesliga,2025-26,St. Pauli,Andreas Hountondji,BEN,FW,23-051,2002,1.5,39,0,4,13,23,10,39,3,2,66.7,1,33.3,21,169,80,5,2,2,7,1,28,9
GER-Bundesliga,2025-26,St. Pauli,Arkadiusz Pyrka,POL,DF,22-345,2002,1.5,98,2,34,36,29,3,98,4,2,50.0,1,25.0,34,124,51,2,0,0,0,1,46,10
GER-Bundesliga,2025-26,St. Pauli,Connor Metcalfe,AUS,MF,25-299,1999,0.3,25,0,1,9,16,1,25,2,1,50.0,1,50.0,13,50,15,2,0,0,1,1,19,4
GER-Bundesliga,2025-26,St. Pauli,Danel Sinani,LUX,"MF,FW",28-148,1997,2.0,119,0,5,58,57,7,118,5,2,40.0,2,40.0,60,249,88,2,1,0,6,4,84,10
GER-Bundesliga,2025-26,St. Pauli,Eric Smith,SWE,DF,28-235,1997,2.0,155,18,72,73,10,1,155,3,2,66.7,1,33.3,77,297,131,3,2,1,0,0,99,1
GER-Bundesliga,2025-26,St. Pauli,Hauke Wahl,GER,DF,31-138,1994,2.0,151,6,58,79,14,3,151,1,0,0.0,0,0.0,85,299,137,1,0,0,1,0,111,1
GER-Bundesliga,2025-26,St. Pauli,James Sands,USA,MF,25-056,2000,2.0,103,0,16,59,28,3,103,2,1,50.0,1,50.0,51,139,56,1,0,0,3,0,71,6
GER-Bundesliga,2025-26,St. Pauli,Joel Fujita,JPN,MF,23-196,2002,2.0,119,0,21,65,38,4,119,2,0,0.0,2,100.0,65,218,99,3,1,0,6,2,83,7
GER-Bundesliga,2025-26,St. Pauli,Lars Ritzka,GER,DF,27-116,1998,0.1,13,1,4,8,1,0,13,0,0,,0,,8,16,3,0,0,0,0,0,9,0
GER-Bundesliga,2025-26,St. Pauli,Louis Oppie,GER,DF,23-106,2002,2.0,122,4,31,45,47,3,122,2,1,50.0,1,50.0,40,115,45,3,1,0,1,0,67,8
GER-Bundesliga,2025-26,St. Pauli,Manolis Saliakas,GRE,DF,28-353,1996,0.5,74,0,14,33,28,1,74,1,0,0.0,1,100.0,42,122,67,1,1,0,0,0,51,4
GER-Bundesliga,2025-26,St. Pauli,Martijn Kaars,NED,"MF,FW",26-179,1999,0.2,14,0,1,4,11,2,14,1,1,100.0,0,0.0,9,99,71,4,1,1,0,0,10,6
GER-Bundesliga,2025-26,St. Pauli,Mathias Pereira Lage,POR,"FW,MF",28-274,1996,1.9,63,2,7,30,27,7,63,2,1,50.0,1,50.0,25,92,23,1,0,0,4,2,33,6
GER-Bundesliga,2025-26,St. Pauli,Nikola Vasilj,BIH,GK,29-272,1995,2.0,73,46,69,4,0,0,73,0,0,,0,,48,205,102,0,0,0,0,0,51,0
GER-Bundesliga,2025-26,St. Pauli,Oladapo Afolayan,ENG,FW,27-200,1998,0.0,6,0,0,0,6,2,6,1,0,0.0,1,100.0,3,9,2,0,0,0,1,0,4,2
GER-Bundesliga,2025-26,Stuttgart,Alexander Nübel,GER,GK,28-335,1996,2.0,86,65,86,1,0,0,86,0,0,,0,,60,210,147,0,0,0,0,0,44,0
GER-Bundesliga,2025-26,Stuttgart,Angelo Stiller,GER,MF,24-149,2001,2.0,188,5,30,117,43,3,188,1,1,100.0,0,0.0,127,534,295,8,4,0,1,1,130,3
GER-Bundesliga,2025-26,Stuttgart,Atakan Karazor,,MF,28-322,1996,1.6,111,7,24,70,17,3,111,0,0,,0,,74,279,126,1,1,0,1,1,78,4
GER-Bundesliga,2025-26,Stuttgart,Chema,ESP,MF,20-128,2005,0.3,15,1,3,7,5,1,15,0,0,,0,,10,29,20,1,1,0,0,0,8,2
GER-Bundesliga,2025-26,Stuttgart,Chris Führich,GER,FW,27-234,1998,0.8,60,0,2,29,30,3,60,2,1,50.0,1,50.0,50,366,200,4,6,0,2,0,51,9
GER-Bundesliga,2025-26,Stuttgart,Deniz Undav,GER,MF,29-043,1996,1.1,66,0,1,27,38,6,66,1,0,0.0,0,0.0,46,209,100,3,3,0,1,4,47,3
GER-Bundesliga,2025-26,Stuttgart,Ermedin Demirović,BIH,FW,27-159,1998,1.7,34,2,4,14,16,9,34,0,0,,0,,24,111,35,2,0,1,5,5,27,8
GER-Bundesliga,2025-26,Stuttgart,Finn Jeltsch,GER,DF,19-045,2006,1.0,63,8,26,36,1,0,63,0,0,,0,,51,235,99,0,0,0,0,0,46,0
GER-Bundesliga,2025-26,Stuttgart,Jamie Leweling,GER,"FW,DF",24-186,2001,2.0,112,2,7,41,66,6,112,10,3,30.0,6,60.0,96,888,402,15,8,2,5,4,99,25
GER-Bundesliga,2025-26,Stuttgart,Josha Vagnoman,GER,DF,24-263,2000,1.8,90,8,22,39,30,4,90,2,1,50.0,1,50.0,58,245,141,4,4,1,0,1,57,6
GER-Bundesliga,2025-26,Stuttgart,Julian Chabot,GER,DF,27-200,1998,0.9,99,7,32,64,4,3,99,1,1,100.0,0,0.0,75,353,215,2,0,0,1,0,77,0
GER-Bundesliga,2025-26,Stuttgart,Lazar Jovanović,SRB,"FW,MF",18-274,2006,0.4,13,0,2,3,8,3,13,1,1,100.0,0,0.0,11,126,45,2,1,3,1,2,13,2
GER-Bundesliga,2025-26,Stuttgart,Lorenz Assignon,TOG,MF,25-070,2000,0.2,6,1,3,0,3,0,6,0,0,,0,,2,8,3,0,0,0,0,0,1,0
GER-Bundesliga,2025-26,Stuttgart,Luca Jaquez,SUI,DF,22-090,2003,1.0,108,8,33,75,1,0,108,0,0,,0,,84,433,222,2,1,0,0,0,85,0
GER-Bundesliga,2025-26,Stuttgart,Maximilian Mittelstädt,GER,DF,28-166,1997,1.8,187,5,35,106,46,0,187,0,0,,0,,139,607,293,3,5,0,0,1,129,5
GER-Bundesliga,2025-26,Stuttgart,Nick Woltemade,GER,FW,23-198,2002,1.0,22,4,5,4,13,3,22,2,1,50.0,0,0.0,14,51,28,1,2,0,1,4,17,5
GER-Bundesliga,2025-26,Stuttgart,Nikolas Nartey,DEN,DF,25-190,2000,0.2,15,0,7,6,3,2,15,1,0,0.0,1,100.0,8,25,5,0,0,0,0,0,5,0
GER-Bundesliga,2025-26,Stuttgart,Ramon Hendriks,NED,DF,24-044,2001,1.1,88,15,45,41,3,2,88,0,0,,0,,70,315,159,1,1,0,1,1,67,0
GER-Bundesliga,2025-26,Stuttgart,Tiago Tomás,POR,"MF,FW",23-076,2002,1.1,50,2,4,18,28,11,50,2,0,0.0,1,50.0,38,148,77,2,0,2,5,2,41,8
GER-Bundesliga,2025-26,Union Berlin,Alex Král,CZE,MF,27-104,1998,0.3,7,2,5,2,1,0,7,0,0,,0,,4,77,58,1,0,0,0,0,3,1
GER-Bundesliga,2025-26,Union Berlin,Andrej Ilic,SRB,FW,25-150,2000,1.0,35,2,5,14,16,3,35,0,0,,0,,12,30,19,1,0,1,4,1,26,6
GER-Bundesliga,2025-26,Union Berlin,András Schäfer,HUN,MF,26-140,1999,1.0,34,3,11,14,9,0,34,2,1,50.0,1,50.0,11,29,19,0,1,0,6,0,13,2
GER-Bundesliga,2025-26,Union Berlin,Christopher Trimmel,AUT,DF,38-188,1987,0.9,37,3,11,14,12,1,37,0,0,,0,,6,20,2,0,0,0,1,0,5,0
GER-Bundesliga,2025-26,Union Berlin,Danilho Doekhi,NED,DF,27-062,1998,1.0,35,7,22,10,3,3,35,1,0,0.0,1,100.0,9,18,8,0,0,0,0,0,11,0
GER-Bundesliga,2025-26,Union Berlin,Derrick Köhn,GER,DF,26-208,1999,0.3,13,0,2,6,5,0,13,1,0,0.0,1,100.0,5,7,0,0,0,0,0,0,7,0
GER-Bundesliga,2025-26,Union Berlin,Frederik Rønnow,DEN,GK,33-027,1992,1.0,37,28,35,2,0,0,37,0,0,,0,,14,114,72,0,0,0,0,0,7,0
GER-Bundesliga,2025-26,Union Berlin,Ilyas Ansah,GER,FW,20-296,2004,0.8,33,2,4,14,16,3,33,6,3,50.0,3,50.0,16,79,37,3,2,1,3,2,20,5
GER-Bundesliga,2025-26,Union Berlin,Janik Haberer,GER,MF,31-151,1994,0.7,18,1,5,7,6,0,18,2,0,0.0,0,0.0,6,17,2,0,0,0,0,0,6,0
GER-Bundesliga,2025-26,Union Berlin,Josip Juranović,CRO,DF,30-015,1995,0.1,4,0,0,2,2,0,4,0,0,,0,,0,0,0,0,0,0,0,0,1,0
GER-Bundesliga,2025-26,Union Berlin,Leopold Querfeld,AUT,DF,21-254,2003,1.0,21,8,15,4,2,1,21,0,0,,0,,6,25,1,0,0,0,0,0,7,0
GER-Bundesliga,2025-26,Union Berlin,Oliver Burke,SCO,FW,28-146,1997,0.2,8,0,1,5,2,1,8,2,0,0.0,2,100.0,4,8,0,0,0,0,1,0,6,1
GER-Bundesliga,2025-26,Union Berlin,Rani Khedira,GER,MF,31-216,1994,1.0,34,6,15,13,6,0,34,0,0,,0,,10,55,25,1,2,0,0,0,9,0
GER-Bundesliga,2025-26,Union Berlin,Robert Skov,DEN,DF,29-103,1996,0.7,28,2,12,10,6,0,28,1,1,100.0,0,0.0,10,76,43,2,0,0,1,1,11,0
GER-Bundesliga,2025-26,Union Berlin,Tom Rothe,GER,DF,20-306,2004,1.0,28,5,14,11,3,2,28,0,0,,0,,6,14,2,0,0,0,0,1,8,0
GER-Bundesliga,2025-26,Werder Bremen,Abdoul Coulibaly,GER,DF,18-100,2007,1.1,85,11,38,45,2,1,85,1,1,100.0,0,0.0,67,316,180,1,0,0,0,1,68,0
GER-Bundesliga,2025-26,Werder Bremen,Felix Agu,NGA,DF,25-338,1999,2.0,137,8,47,56,35,2,137,4,1,25.0,2,50.0,74,321,174,3,2,0,1,1,80,13
GER-Bundesliga,2025-26,Werder Bremen,Isaac Schmidt,SUI,MF,25-267,1999,0.2,13,0,2,2,9,1,13,2,1,50.0,1,50.0,4,35,7,1,0,0,0,0,6,2
GER-Bundesliga,2025-26,Werder Bremen,Isak Hansen-Aarøen,NOR,FW,21-009,2004,0.0,7,0,2,3,2,1,7,1,0,0.0,1,100.0,5,33,14,1,0,0,0,0,5,1
GER-Bundesliga,2025-26,Werder Bremen,Julián Malatini,ARG,DF,24-092,2001,1.0,47,5,18,24,5,2,47,2,1,50.0,1,50.0,22,89,33,1,0,1,2,1,26,3
GER-Bundesliga,2025-26,Werder Bremen,Justin Njinmah,GER,FW,24-289,2000,1.7,49,2,7,23,20,6,49,5,3,60.0,2,40.0,30,221,106,2,0,1,3,1,32,12
GER-Bundesliga,2025-26,Werder Bremen,Keke Maximilian Topp,GER,FW,21-159,2004,0.4,22,0,1,7,14,6,22,1,0,0.0,1,100.0,19,70,47,2,1,1,1,1,19,7
GER-Bundesliga,2025-26,Werder Bremen,Leonardo Bittencourt,GER,MF,31-255,1993,1.1,58,2,14,33,11,1,58,1,0,0.0,1,100.0,39,242,84,1,1,0,0,0,39,0
GER-Bundesliga,2025-26,Werder Bremen,Marco Friedl,AUT,DF,27-168,1998,1.0,75,19,47,28,0,0,75,0,0,,0,,52,175,68,0,0,0,0,0,52,1
GER-Bundesliga,2025-26,Werder Bremen,Marco Grüll,AUT,FW,27-056,1998,1.8,66,0,5,28,34,10,66,2,0,0.0,2,100.0,37,125,57,2,2,0,7,2,40,15
GER-Bundesliga,2025-26,Werder Bremen,Mio Backhaus,GER,GK,21-137,2004,2.0,65,47,63,2,0,0,65,0,0,,0,,39,154,86,0,0,0,0,0,35,1
GER-Bundesliga,2025-26,Werder Bremen,Niklas Stark,GER,DF,30-139,1995,1.5,101,17,45,55,1,0,101,0,0,,0,,61,315,196,0,0,0,1,0,64,0
GER-Bundesliga,2025-26,Werder Bremen,Patrice Čović,CRO,"MF,FW",18-067,2007,1.0,60,2,9,44,7,0,60,1,0,0.0,1,100.0,42,158,85,2,0,0,1,0,48,4
GER-Bundesliga,2025-26,Werder Bremen,Romano Schmid,AUT,MF,25-216,2000,2.0,118,1,13,51,54,6,117,4,1,25.0,2,50.0,79,409,239,4,4,1,3,2,86,10
GER-Bundesliga,2025-26,Werder Bremen,Samuel Mbangula,BEL,FW,21-227,2004,1.5,71,4,21,26,27,6,71,5,2,40.0,3,60.0,51,281,48,2,1,2,4,4,50,5
GER-Bundesliga,2025-26,Werder Bremen,Senne Lynen,BEL,MF,26-193,1999,2.0,106,9,29,65,13,1,106,1,0,0.0,1,100.0,66,204,53,0,1,0,0,1,71,1
GER-Bundesliga,2025-26,Werder Bremen,Skelly Alvero,FRA,DF,23-119,2002,0.3,26,4,9,16,1,0,26,0,0,,0,,18,85,40,1,0,0,0,0,17,0
GER-Bundesliga,2025-26,Werder Bremen,Yukinari Sugawara,JPN,DF,25-064,2000,1.0,63,3,15,33,15,0,63,0,0,,0,,39,183,90,2,4,0,1,0,45,5
GER-Bundesliga,2025-26,Wolfsburg,Aaron Zehnter,GER,DF,20-304,2004,1.0,58,3,17,22,19,3,58,1,1,100.0,0,0.0,35,125,82,1,2,0,1,0,37,5
GER-Bundesliga,2025-26,Wolfsburg,Andreas Skov Olsen,DEN,FW,25-245,1999,1.0,39,1,7,12,20,1,39,3,3,100.0,0,0.0,27,176,101,3,1,1,0,0,28,5
GER-Bundesliga,2025-26,Wolfsburg,Dženan Pejčinović,GER,FW,20-197,2005,0.7,25,0,0,17,8,5,25,2,1,50.0,1,50.0,15,60,22,1,0,0,3,1,20,3
GER-Bundesliga,2025-26,Wolfsburg,Kamil Grabara,POL,GK,26-235,1999,1.0,29,22,28,1,0,0,29,0,0,,0,,21,100,59,0,0,0,0,0,14,0
GER-Bundesliga,2025-26,Wolfsburg,Kilian Fischer,GER,DF,24-323,2000,1.0,55,4,17,25,14,0,55,1,0,0.0,1,100.0,30,183,114,3,0,0,1,0,29,0
GER-Bundesliga,2025-26,Wolfsburg,Konstantinos Koulierakis,GRE,DF,21-276,2003,1.0,62,6,27,33,2,0,62,0,0,,0,,38,231,154,1,1,0,1,0,41,0
GER-Bundesliga,2025-26,Wolfsburg,Lovro Majer,CRO,MF,27-226,1998,0.7,36,1,4,20,12,1,36,1,0,0.0,1,100.0,27,177,77,3,3,1,3,0,30,3
GER-Bundesliga,2025-26,Wolfsburg,Mattias Svanberg,SWE,MF,26-238,1999,0.3,13,0,3,6,4,1,13,0,0,,0,,9,38,19,0,0,0,0,0,11,1
GER-Bundesliga,2025-26,Wolfsburg,Maximilian Arnold,GER,MF,31-096,1994,1.0,70,3,21,37,13,0,70,0,0,,0,,40,181,57,0,0,0,0,0,45,0
GER-Bundesliga,2025-26,Wolfsburg,Mohamed Amoura,ALG,FW,25-114,2000,0.3,9,0,2,4,4,2,8,1,0,0.0,0,0.0,5,43,20,1,1,1,2,0,6,3
GER-Bundesliga,2025-26,Wolfsburg,Moritz Jenz,GER,DF,26-123,1999,1.0,48,4,21,27,0,0,48,0,0,,0,,31,126,62,0,0,0,0,0,31,0
GER-Bundesliga,2025-26,Wolfsburg,Patrick Wimmer,AUT,FW,24-093,2001,1.0,50,0,2,22,29,4,50,6,1,16.7,4,66.7,29,230,114,3,2,1,2,3,32,6
GER-Bundesliga,2025-26,Wolfsburg,Vinicius Souza,BRA,MF,26-075,1999,1.0,43,1,12,20,12,0,43,1,0,0.0,1,100.0,20,56,15,0,0,0,2,0,25,1
GER-Bundesliga,2025-26,Wolfsburg,Václav Černý,CZE,FW,27-318,1997,0.0,2,0,0,1,1,0,2,0,0,,0,,1,8,0,0,0,0,1,0,2,0
GER-Bundesliga,2025-26,Wolfsburg,Yannick Gerhardt,GER,DF,31-171,1994,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2025-26,Atalanta,Berat Djimsiti,ALB,DF,32-193,1993,2.0,148,16,60,80,10,3,148,1,1,100.0,0,0.0,85,336,218,3,1,0,1,0,92,4
ITA-Serie A,2025-26,Atalanta,Charles De Ketelaere,BEL,MF,24-174,2001,1.9,99,0,7,49,46,8,99,5,2,40.0,1,20.0,71,486,305,12,9,3,3,3,80,17
ITA-Serie A,2025-26,Atalanta,Daniel Maldini,ITA,MF,23-324,2001,1.5,53,0,5,21,29,6,53,6,3,50.0,3,50.0,27,158,75,4,3,2,5,2,36,7
ITA-Serie A,2025-26,Atalanta,Davide Zappacosta,ITA,DF,33-081,1992,0.3,4,1,3,1,0,0,4,0,0,,0,,2,18,7,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Atalanta,Gianluca Scamacca,ITA,FW,26-242,1999,1.5,62,0,0,33,29,13,62,6,4,66.7,2,33.3,28,101,14,0,0,0,3,3,51,14
ITA-Serie A,2025-26,Atalanta,Giorgio Scalvini,ITA,DF,21-263,2003,1.9,148,9,55,72,22,5,148,5,2,40.0,3,60.0,86,229,129,0,1,0,2,0,104,6
ITA-Serie A,2025-26,Atalanta,Isak Hien,SWE,DF,26-230,1999,2.0,124,24,65,56,3,2,124,0,0,,0,,56,198,73,0,0,0,3,0,68,1
ITA-Serie A,2025-26,Atalanta,Kamaldeen Sulemana,GHA,MF,23-197,2002,0.5,22,0,4,11,9,3,22,5,4,80.0,1,20.0,15,104,68,2,1,1,1,0,15,5
ITA-Serie A,2025-26,Atalanta,Lazar Samardzic,SRB,MF,23-188,2002,0.1,7,0,0,2,6,0,7,0,0,,0,,8,54,36,1,1,0,0,1,7,2
ITA-Serie A,2025-26,Atalanta,Marco Brescianini,ITA,DF,25-223,2000,0.0,2,1,1,1,0,0,2,0,0,,0,,1,9,6,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Atalanta,Marco Carnesecchi,ITA,GK,25-061,2000,2.0,79,61,79,0,0,0,79,0,0,,0,,43,190,139,0,0,0,0,0,46,0
ITA-Serie A,2025-26,Atalanta,Mario Pašalić,CRO,MF,30-203,1995,1.8,123,10,33,79,12,2,123,4,3,75.0,1,25.0,76,266,115,1,1,1,4,1,92,2
ITA-Serie A,2025-26,Atalanta,Marten de Roon,NED,MF,34-155,1991,2.0,169,7,38,106,26,0,169,1,0,0.0,1,100.0,100,439,269,3,0,0,0,0,122,6
ITA-Serie A,2025-26,Atalanta,Nicola Zalewski,POL,DF,23-220,2002,1.7,103,6,28,51,26,5,103,10,6,60.0,2,20.0,51,401,234,10,2,4,3,1,46,8
ITA-Serie A,2025-26,Atalanta,Nikola Krstović,MNE,FW,25-148,2000,0.5,30,0,4,5,21,8,30,0,0,,0,,14,142,47,2,0,2,4,0,21,4
ITA-Serie A,2025-26,Atalanta,Odilon Kossounou,CIV,DF,24-239,2001,0.0,2,0,1,1,0,0,2,0,0,,0,,2,6,5,0,0,0,0,0,2,0
ITA-Serie A,2025-26,Atalanta,Raoul Bellanova,ITA,DF,25-106,2000,2.0,110,4,25,40,45,7,110,1,0,0.0,0,0.0,53,217,108,5,3,1,0,1,59,16
ITA-Serie A,2025-26,Atalanta,Éderson,BRA,MF,26-055,1999,0.2,22,1,3,15,5,1,22,1,1,100.0,0,0.0,18,123,96,3,1,1,1,0,18,2
ITA-Serie A,2025-26,Bologna,Charalampos Lykogiannis,GRE,DF,31-313,1993,1.9,114,7,41,52,22,0,114,2,2,100.0,0,0.0,33,164,38,1,0,0,1,1,50,3
ITA-Serie A,2025-26,Bologna,Ciro Immobile,ITA,FW,35-192,1990,0.3,11,0,2,9,1,0,11,0,0,,0,,3,5,0,0,1,0,1,1,6,0
ITA-Serie A,2025-26,Bologna,Federico Bernardeschi,ITA,MF,31-196,1994,0.1,6,0,0,4,3,1,6,0,0,,0,,5,70,24,1,1,0,0,0,4,1
ITA-Serie A,2025-26,Bologna,Giovanni Fabbian,ITA,MF,22-229,2003,0.9,21,0,1,15,7,2,21,1,1,100.0,0,0.0,12,61,19,1,1,0,1,1,11,1
ITA-Serie A,2025-26,Bologna,Jens Odgaard,DEN,MF,26-153,1999,1.1,23,0,3,16,5,1,23,4,1,25.0,2,50.0,12,147,76,2,0,0,0,1,13,2
ITA-Serie A,2025-26,Bologna,Jhon Lucumí,COL,DF,27-066,1998,1.5,87,15,54,33,0,0,87,0,0,,0,,35,130,30,0,0,0,0,0,48,0
ITA-Serie A,2025-26,Bologna,Juan Miranda,ESP,DF,25-224,2000,0.1,4,0,1,2,1,0,4,0,0,,0,,1,3,0,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Bologna,Lorenzo De Silvestri,ITA,DF,37-100,1988,0.8,36,2,16,15,6,1,36,0,0,,0,,14,132,18,1,1,0,1,0,20,2
ITA-Serie A,2025-26,Bologna,Martin Vitík,CZE,DF,22-222,2003,1.0,47,5,23,24,0,0,47,0,0,,0,,23,113,78,0,0,0,0,0,25,0
ITA-Serie A,2025-26,Bologna,Nadir Zortea,ITA,DF,26-073,1999,1.2,67,4,25,29,15,2,67,5,1,20.0,4,80.0,16,133,15,0,1,0,1,1,17,2
ITA-Serie A,2025-26,Bologna,Nicolò Cambiaghi,ITA,FW,24-246,2000,2.0,47,1,5,22,21,4,47,2,0,0.0,2,100.0,28,290,172,9,5,3,3,0,29,7
ITA-Serie A,2025-26,Bologna,Nicolò Casale,ITA,DF,27-198,1998,0.5,25,4,9,16,0,0,25,0,0,,0,,10,71,15,0,1,0,1,1,12,0
ITA-Serie A,2025-26,Bologna,Nikola Moro,CRO,MF,27-172,1998,0.7,40,1,17,17,6,0,40,0,0,,0,,15,62,13,0,0,0,0,0,20,0
ITA-Serie A,2025-26,Bologna,Remo Freuler,SUI,MF,33-138,1992,1.9,88,6,26,54,9,0,88,2,1,50.0,1,50.0,37,191,49,0,0,0,2,1,51,2
ITA-Serie A,2025-26,Bologna,Riccardo Orsolini,ITA,FW,28-219,1997,2.0,66,0,9,35,24,6,66,7,2,28.6,4,57.1,40,308,148,6,1,5,4,3,47,5
ITA-Serie A,2025-26,Bologna,Santiago Castro,ARG,FW,20-336,2004,1.5,32,1,2,15,15,6,32,0,0,,0,,22,78,39,2,1,1,5,6,29,6
ITA-Serie A,2025-26,Bologna,Thijs Dallinga,NED,FW,25-028,2000,0.2,7,1,1,2,4,1,7,1,1,100.0,0,0.0,3,7,5,0,0,0,0,0,4,0
ITA-Serie A,2025-26,Bologna,Tommaso Pobega,ITA,MF,26-047,1999,1.3,38,2,12,24,2,0,38,1,1,100.0,0,0.0,10,31,3,0,0,0,1,0,20,1
ITA-Serie A,2025-26,Bologna,Torbjørn Heggem,NOR,DF,26-231,1999,1.0,44,8,31,11,2,2,44,1,1,100.0,0,0.0,22,90,32,0,0,0,0,0,26,0
ITA-Serie A,2025-26,Bologna,Łukasz Skorupski,POL,GK,34-118,1991,2.0,118,84,118,0,0,0,118,0,0,,0,,69,423,315,0,0,0,0,0,70,0
ITA-Serie A,2025-26,Cagliari,Adam Obert,SVK,DF,23-008,2002,1.8,74,5,28,33,13,4,74,1,0,0.0,1,100.0,39,170,120,3,2,1,1,0,39,2
ITA-Serie A,2025-26,Cagliari,Alessandro Deiola,ITA,MF,30-030,1995,1.8,81,6,29,44,8,2,81,1,0,0.0,1,100.0,37,109,54,1,0,1,0,0,50,3
ITA-Serie A,2025-26,Cagliari,Alessandro Di Pardo,ITA,DF,26-044,1999,0.1,3,2,2,1,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0
ITA-Serie A,2025-26,Cagliari,Elia Caprile,ITA,GK,24-006,2001,2.0,71,59,71,0,0,0,71,0,0,,0,,39,233,165,0,0,0,1,0,32,0
ITA-Serie A,2025-26,Cagliari,Gabriele Zappa,ITA,DF,25-252,1999,1.6,99,5,32,52,15,1,99,0,0,,0,,60,237,136,2,3,0,3,0,67,2
ITA-Serie A,2025-26,Cagliari,Gennaro Borrelli,ITA,FW,25-174,2000,1.2,30,2,5,14,11,4,30,2,2,100.0,0,0.0,17,79,11,0,0,0,4,3,25,2
ITA-Serie A,2025-26,Cagliari,Gianluca Gaetano,ITA,MF,25-118,2000,0.5,30,1,5,16,9,2,30,1,0,0.0,1,100.0,17,86,63,3,1,2,2,0,21,4
ITA-Serie A,2025-26,Cagliari,Luca Mazzitelli,ITA,MF,29-289,1995,0.3,14,0,2,10,2,0,14,0,0,,0,,8,31,14,1,0,0,1,0,9,0
ITA-Serie A,2025-26,Cagliari,Marco Palestra,ITA,DF,20-181,2005,0.9,22,3,10,5,7,1,22,0,0,,0,,15,87,61,3,3,1,1,0,16,2
ITA-Serie A,2025-26,Cagliari,Matteo Prati,ITA,MF,21-246,2003,1.4,73,6,29,39,5,1,73,1,1,100.0,0,0.0,41,123,39,0,1,0,1,0,44,0
ITA-Serie A,2025-26,Cagliari,Michael Folorunsho,ITA,FW,27-205,1998,1.9,70,1,17,29,24,4,70,4,1,25.0,3,75.0,40,246,84,3,1,2,9,4,49,11
ITA-Serie A,2025-26,Cagliari,Michel Ndary Adopo,FRA,MF,25-043,2000,2.0,75,4,12,47,18,1,75,3,2,66.7,1,33.3,50,169,81,2,0,1,3,2,55,3
ITA-Serie A,2025-26,Cagliari,Riyad Idrissi,MAR,"DF,FW",20-079,2005,0.3,16,0,9,6,1,0,16,1,0,0.0,1,100.0,8,28,11,1,0,0,0,0,6,0
ITA-Serie A,2025-26,Cagliari,Sebastiano Esposito,ITA,"FW,MF",23-060,2002,1.4,49,2,4,30,15,1,49,2,0,0.0,2,100.0,27,130,78,1,1,0,1,2,32,4
ITA-Serie A,2025-26,Cagliari,Sebastiano Luperto,ITA,DF,28-359,1996,2.0,80,21,46,30,5,2,80,0,0,,0,,44,249,183,3,2,0,0,0,45,0
ITA-Serie A,2025-26,Cagliari,Semih Kılıçsoy,TUR,FW,20-016,2005,0.1,4,0,0,2,2,1,4,0,0,,0,,2,55,1,0,0,0,0,0,3,2
ITA-Serie A,2025-26,Cagliari,Yerry Mina,COL,DF,30-342,1994,2.0,117,24,65,47,5,2,117,0,0,,0,,65,342,252,4,2,0,1,0,68,0
ITA-Serie A,2025-26,Cagliari,Zito Luvumbo,ANG,"DF,MF",23-175,2002,0.7,23,0,1,7,15,5,23,1,1,100.0,0,0.0,15,141,81,4,0,4,3,3,17,8
ITA-Serie A,2025-26,Como,Anastasios Douvikas,GRE,FW,26-029,1999,1.4,39,3,4,21,14,5,39,1,1,100.0,0,0.0,28,158,69,2,3,3,3,4,33,7
ITA-Serie A,2025-26,Como,Ignace Van Der Brempt,BEL,DF,23-152,2002,1.1,53,0,23,24,7,0,53,1,0,0.0,0,0.0,20,48,21,1,1,0,0,0,32,1
ITA-Serie A,2025-26,Como,Ivan Smolčić,CRO,DF,25-014,2000,0.9,64,3,21,31,12,0,64,0,0,,0,,24,66,24,0,0,0,1,0,33,4
ITA-Serie A,2025-26,Como,Jacobo Ramón,ESP,DF,20-237,2005,2.0,154,15,78,67,9,6,154,2,2,100.0,0,0.0,96,351,128,1,0,1,2,1,118,4
ITA-Serie A,2025-26,Como,Jean Butez,FRA,GK,30-084,1995,2.0,96,66,92,4,0,0,96,0,0,,0,,54,301,168,0,0,0,0,0,57,0
ITA-Serie A,2025-26,Como,Jesus Rodríguez,ESP,FW,19-283,2005,2.0,81,0,6,33,44,11,81,14,4,28.6,9,64.3,48,441,269,13,10,6,4,6,61,17
ITA-Serie A,2025-26,Como,Lucas Da Cunha,FRA,MF,24-083,2001,1.9,135,1,28,73,35,4,135,4,1,25.0,3,75.0,75,314,132,5,1,1,2,2,99,6
ITA-Serie A,2025-26,Como,Marc-Oliver Kempf,GER,DF,30-215,1995,2.0,152,27,85,64,3,3,152,1,0,0.0,1,100.0,89,306,139,0,0,0,0,0,117,0
