league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
FRA-Ligue 1,2024-25,Montpellier,Issiaga Sylla,GUI,DF,30,1994,12.8,20,1.62,12,6,1,1,0,0,2,0.16,0,2,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Jordan Ferri,FRA,MF,32,1992,19.7,47,2.39,40,0,0,2,4,1,5,0.25,4,0,0,1,0,0
FRA-Ligue 1,2024-25,Montpellier,Joris Chotard,FRA,MF,22,2001,21.0,24,1.2,21,0,0,1,0,2,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Junior Ndiaye,FRA,FW,19,2005,4.9,9,1.84,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Khalil Fayad,FRA,"MF,FW",20,2004,11.4,19,1.66,15,1,0,1,2,0,1,0.09,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Lucas Mincarelli,FRA,DF,20,2004,7.9,6,0.75,4,1,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Modibo Sagnan,MLI,DF,25,1999,23.8,15,0.66,12,0,2,0,1,0,2,0.09,1,0,1,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Musa Al-Taamari,JOR,"FW,MF",27,1997,12.4,35,2.82,21,0,5,4,5,0,5,0.4,2,0,1,1,1,0
FRA-Ligue 1,2024-25,Montpellier,Nicolas Pays,FRA,"FW,MF",20,2003,5.0,11,2.21,7,0,0,2,1,1,1,0.2,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Nikola Maksimović,SRB,DF,32,1991,6.5,8,1.24,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Othmane Maamma,MAR,"FW,MF",18,2005,4.0,4,1.33,2,0,1,0,1,0,1,0.33,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Rabby Nzingoula,CGO,MF,18,2005,18.8,35,1.92,22,0,2,1,6,4,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Simon Cara,FRA,"MF,FW",19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Stefan Džodić,SRB,"DF,MF",19,2005,2.7,2,0.74,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Tanguy Coulibaly,FRA,"FW,MF",23,2001,16.5,45,2.9,26,1,3,6,7,2,3,0.19,1,0,1,1,0,0
FRA-Ligue 1,2024-25,Montpellier,Théo Chennahi,FRA,DF,19,2005,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Théo Sainte-Luce,FRA,DF,25,1998,11.3,12,1.11,11,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Téji Savanier,FRA,MF,32,1991,26.3,122,4.83,71,33,3,4,7,4,7,0.28,4,2,0,0,1,0
FRA-Ligue 1,2024-25,Montpellier,Wahbi Khazri,TUN,"FW,MF",33,1991,12.4,39,3.27,23,5,3,3,4,1,2,0.17,1,0,1,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Wilfried Ndollo,CMR,DF,19,2005,4.5,4,0.9,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Yael Mouanga,FRA,DF,19,2005,10.5,6,0.57,4,1,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Montpellier,Yanis Issoufou,FRA,"MF,FW",17,2006,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Alban Lafont,FRA,GK,25,1999,12.0,2,0.17,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Anthony Lopes,POR,GK,33,1990,17.4,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Bahereba Guirassy,FRA,"FW,MF",17,2006,3.9,10,2.59,7,0,2,0,1,0,2,0.52,0,0,2,0,0,0
FRA-Ligue 1,2024-25,Nantes,Dehmaine Assoumani,FRA,"MF,FW",19,2005,1.1,7,6.36,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Douglas,BRA,MF,27,1997,25.6,34,1.33,26,2,1,3,1,1,3,0.12,2,0,0,1,0,0
FRA-Ligue 1,2024-25,Nantes,Fabien Centonze,FRA,DF,28,1996,2.9,8,2.72,6,1,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Florent Mollet,FRA,"MF,FW",32,1991,2.7,10,3.7,5,3,0,1,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Francis Coquelin,FRA,MF,33,1991,2.5,13,5.27,7,0,0,4,0,2,2,0.81,1,0,0,1,0,0
FRA-Ligue 1,2024-25,Nantes,Ignatius Ganago,CMR,"FW,MF",25,1999,2.7,7,2.62,5,0,1,1,0,0,1,0.37,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Jean-Charles Castelletto,CMR,"DF,MF",29,1995,29.1,20,0.69,17,0,0,2,1,0,2,0.07,1,0,0,1,0,0
FRA-Ligue 1,2024-25,Nantes,Jean-Kevin Duverne,HAI,DF,27,1997,6.0,5,0.84,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Jean-Philippe Gbamin,CIV,MF,28,1995,2.4,4,1.67,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Johann Lepenant,FRA,MF,21,2002,22.8,37,1.63,32,0,2,1,1,1,6,0.26,5,0,1,0,0,0
FRA-Ligue 1,2024-25,Nantes,Kelvin Amian,FRA,DF,26,1998,24.1,38,1.58,26,7,1,1,2,1,1,0.04,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Louis Leroux,FRA,"MF,DF",18,2006,9.1,30,3.31,22,0,3,1,1,3,3,0.33,3,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Marcus Coco,FRA,DF,28,1996,10.6,20,1.89,17,3,0,0,0,0,1,0.09,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Matthis Abline,FRA,FW,21,2003,30.8,61,1.98,43,0,8,6,3,1,9,0.29,6,0,2,1,0,0
FRA-Ligue 1,2024-25,Nantes,Meschak Elia,COD,FW,26,1997,1.9,6,3.18,3,2,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Moses Simon,NGA,"FW,MF",29,1995,29.0,108,3.73,55,20,20,6,6,1,15,0.52,9,1,2,2,1,0
FRA-Ligue 1,2024-25,Nantes,Mostafa Mohamed,EGY,FW,26,1997,13.9,17,1.22,9,0,4,3,1,0,2,0.14,0,0,1,0,1,0
FRA-Ligue 1,2024-25,Nantes,Nathan Zeze,FRA,DF,19,2005,16.8,10,0.6,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Nicolas Cozza,FRA,"DF,MF",25,1999,22.8,20,0.88,16,0,0,3,1,0,2,0.09,1,0,0,0,1,0
FRA-Ligue 1,2024-25,Nantes,Nicolas Pallois,FRA,DF,36,1987,22.4,11,0.49,11,0,0,0,0,0,1,0.04,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Patrik Carlgren,SWE,GK,32,1992,4.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Pedro Chirivella,ESP,MF,27,1997,26.1,55,2.11,54,1,0,0,0,0,6,0.23,6,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Plamedi Nsingi,,MF,23,2000,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Saidou Sow,GUI,DF,22,2002,8.9,9,1.01,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Sorba Thomas,WAL,"FW,MF",24,1999,14.7,54,3.68,36,16,0,1,1,0,6,0.41,6,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Sékou Doucoure,FRA,DF,19,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nantes,Tino Kadewere,ZIM,"MF,FW",28,1996,5.7,19,3.34,14,1,0,2,0,2,2,0.35,2,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Ali Abdi,TUN,"DF,MF",30,1993,15.5,45,2.91,33,3,4,4,0,1,3,0.19,1,1,0,1,0,0
FRA-Ligue 1,2024-25,Nice,Amidou Doumbouya,FRA,DF,16,2007,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Antoine Mendy,SEN,DF,20,2004,9.2,13,1.42,10,0,1,1,1,0,2,0.22,2,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Badredine Bouanani,ALG,"MF,FW",19,2004,12.2,47,3.85,34,3,3,3,2,2,9,0.74,5,1,1,1,1,0
FRA-Ligue 1,2024-25,Nice,Baptiste Santamaria,FRA,MF,29,1995,10.3,21,2.04,15,1,1,3,1,0,1,0.1,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Bernard Nguene,CMR,FW,17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Bilal Brahimi,ALG,MF,24,2000,0.8,1,1.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Dante,BRA,DF,40,1983,21.8,21,0.96,19,0,0,1,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Evann Guessand,CIV,"FW,MF",23,2001,28.5,91,3.19,56,0,16,7,8,4,17,0.6,10,0,3,2,1,1
FRA-Ligue 1,2024-25,Nice,Gaëtan Laborde,FRA,FW,30,1994,20.3,63,3.1,48,0,4,9,2,0,7,0.34,6,0,0,0,1,0
FRA-Ligue 1,2024-25,Nice,Hicham Boudaoui,ALG,MF,24,1999,27.1,65,2.4,53,1,1,5,3,2,7,0.26,6,0,0,0,1,0
FRA-Ligue 1,2024-25,Nice,Issiaga Camara,GUI,MF,19,2005,0.2,2,9.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Jeremie Boga,CIV,"MF,FW",27,1997,11.7,51,4.36,32,5,4,6,4,0,3,0.26,2,0,0,1,0,0
FRA-Ligue 1,2024-25,Nice,Jonathan Clauss,FRA,"DF,MF",31,1992,25.6,99,3.87,58,35,0,3,2,1,15,0.59,9,4,0,1,1,0
FRA-Ligue 1,2024-25,Nice,Jordan Lotomba,SUI,"MF,DF",25,1998,0.4,2,5.14,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Marcin Bułka,POL,GK,24,1999,34.0,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Melvin Bard,FRA,"DF,MF",23,2000,21.5,49,2.28,40,2,4,2,1,0,4,0.19,4,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Mohamed Abdelmoneim,EGY,DF,25,1999,9.5,8,0.84,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Mohamed Ali Cho,FRA,"FW,MF",20,2004,18.0,59,3.28,45,3,5,1,5,0,11,0.61,8,0,1,1,1,0
FRA-Ligue 1,2024-25,Nice,Morgan Sanson,FRA,MF,29,1994,2.6,6,2.29,4,0,1,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Moïse Bombito,CAN,DF,24,2000,24.4,18,0.74,17,0,0,0,0,1,4,0.16,4,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Pablo Rosario,DOM,"MF,DF",27,1997,19.7,35,1.78,30,0,1,1,0,3,2,0.1,2,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Rareş Ilie,ROU,MF,21,2003,0.1,7,48.46,2,2,3,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Sofiane Diop,FRA,"MF,FW",24,2000,11.8,47,3.98,37,4,0,2,4,0,9,0.76,7,1,0,0,1,0
FRA-Ligue 1,2024-25,Nice,Tanguy Ndombele,FRA,MF,27,1996,12.6,31,2.46,23,1,2,2,2,1,4,0.32,4,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Terem Moffi,NGA,FW,25,1999,0.6,5,7.63,1,0,1,3,0,0,2,3.05,0,0,1,1,0,0
FRA-Ligue 1,2024-25,Nice,Tom Louchet,FRA,"DF,MF",21,2003,8.6,31,3.6,21,2,1,5,0,2,1,0.12,0,1,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Victor Orakpo,NGA,FW,18,2006,0.4,1,2.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Yael Nandjou,FRA,DF,19,2005,1.7,4,2.34,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Nice,Youssouf Ndayishimiye,BDI,DF,25,1998,21.5,30,1.4,23,0,1,1,3,2,2,0.09,1,0,0,0,1,0
FRA-Ligue 1,2024-25,Nice,Youssoufa Moukoko,GER,"FW,MF",19,2004,2.3,6,2.62,5,0,0,1,0,0,1,0.44,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Achraf Hakimi,MAR,DF,25,1998,23.0,104,4.53,91,3,4,1,3,2,11,0.48,10,0,1,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Arnau Tenas,ESP,GK,23,2001,1.0,2,2.0,2,0,0,0,0,0,1,1.0,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Axel Tapé,FRA,"DF,MF",16,2007,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Bradley Barcola,FRA,FW,21,2002,24.2,101,4.17,87,1,5,4,2,2,20,0.83,17,0,1,2,0,0
FRA-Ligue 1,2024-25,Paris S-G,Désiré Doué,FRA,"FW,MF",19,2005,19.2,109,5.66,84,1,14,4,5,1,24,1.25,15,0,4,1,3,1
FRA-Ligue 1,2024-25,Paris S-G,Fabián Ruiz Peña,ESP,MF,28,1996,21.4,89,4.16,79,0,2,6,0,2,14,0.65,12,0,0,1,0,1
FRA-Ligue 1,2024-25,Paris S-G,Gianluigi Donnarumma,ITA,GK,25,1999,23.2,2,0.09,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Gonçalo Ramos,POR,FW,23,2001,11.8,30,2.54,23,0,0,5,2,0,6,0.51,4,0,0,1,1,0
FRA-Ligue 1,2024-25,Paris S-G,Ibrahim Mbaye,FRA,"FW,MF",16,2008,3.8,8,2.12,6,0,1,0,0,1,2,0.53,2,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,João Neves,POR,"MF,DF",19,2004,20.5,68,3.32,56,1,3,2,3,3,14,0.68,14,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Khvicha Kvaratskhelia,GEO,FW,23,2001,10.2,60,5.89,39,3,9,3,3,3,8,0.79,5,0,2,1,0,0
FRA-Ligue 1,2024-25,Paris S-G,Lee Kang-in,KOR,"FW,MF",23,2001,18.5,97,5.26,70,21,3,3,0,0,6,0.33,5,1,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Lucas Beraldo,BRA,DF,20,2003,22.3,22,0.98,22,0,0,0,0,0,3,0.13,3,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Lucas Hernández,FRA,DF,28,1996,9.7,11,1.13,9,1,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Marco Asensio,ESP,"FW,MF",28,1996,6.9,37,5.39,27,2,2,6,0,0,7,1.02,7,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Marquinhos,BRA,DF,30,1994,19.2,31,1.62,28,0,1,0,0,2,1,0.05,0,0,0,0,0,1
FRA-Ligue 1,2024-25,Paris S-G,Matvei Safonov,RUS,GK,25,1999,9.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Milan Škriniar,SVK,DF,29,1995,4.2,6,1.41,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Noham Kamara,FRA,DF,17,2007,0.8,1,1.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Nuno Mendes,POR,DF,22,2002,18.6,72,3.87,53,6,5,4,3,1,6,0.32,5,1,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Ousmane Dembélé,FRA,FW,27,1997,19.2,110,5.72,75,16,9,6,3,1,15,0.78,11,0,1,2,1,0
FRA-Ligue 1,2024-25,Paris S-G,Presnel Kimpembe,FRA,DF,28,1995,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Randal Kolo Muani,FRA,FW,25,1998,4.0,13,3.27,7,0,1,3,1,1,3,0.75,1,0,0,1,1,0
FRA-Ligue 1,2024-25,Paris S-G,Senny Mayulu,FRA,MF,18,2006,9.0,38,4.23,28,0,0,5,2,3,6,0.67,6,0,0,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Vitinha,POR,MF,24,2000,22.7,73,3.22,66,2,3,2,0,0,4,0.18,2,1,1,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",18,2006,22.8,52,2.28,47,1,1,3,0,0,4,0.18,2,1,1,0,0,0
FRA-Ligue 1,2024-25,Paris S-G,Willian Pacho,ECU,DF,22,2001,23.7,13,0.55,11,0,0,1,0,1,3,0.13,2,0,0,1,0,0
FRA-Ligue 1,2024-25,Paris S-G,Yoram Zague,FRA,"DF,FW",18,2006,2.0,3,1.48,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Abdoul Koné,FRA,DF,19,2005,1.5,1,0.68,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Amadou Koné,MLI,MF,19,2005,14.4,28,1.95,19,1,2,2,1,3,2,0.14,1,0,0,1,0,0
FRA-Ligue 1,2024-25,Reims,Amine Salama,FRA,FW,24,2000,4.1,8,1.93,5,0,0,2,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Ange Martial Tia,MLI,"MF,DF",17,2006,1.9,4,2.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Aurélio Buta,POR,DF,27,1997,21.9,31,1.42,23,5,0,2,0,1,4,0.18,3,1,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Cédric Kipré,CIV,DF,27,1996,24.3,31,1.27,27,1,1,1,0,1,3,0.12,3,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Eloge Zabi,CIV,"DF,MF",17,2006,0.2,1,5.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Emmanuel Agbadou,CIV,DF,27,1997,14.0,21,1.5,19,0,1,1,0,0,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Gabriel Moscardo,BRA,"MF,DF",18,2005,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Hafiz Ibrahim,NGA,FW,18,2005,4.3,4,0.92,4,0,0,0,0,0,1,0.23,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Hiroki Sekine,JPN,DF,21,2002,9.9,19,1.93,17,0,0,1,1,0,1,0.1,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Ike Orazi,IRL,MF,17,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,John Joe,IRL,MF,20,2003,6.1,9,1.48,6,0,0,1,1,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Jordan Pefok,USA,FW,28,1996,4.2,9,2.13,5,0,1,2,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Joseph Okumu,KEN,DF,27,1997,18.8,25,1.33,24,1,0,0,0,0,3,0.16,3,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Junya Ito,JPN,"FW,MF",31,1993,29.9,129,4.32,82,31,9,5,1,1,9,0.3,7,1,0,1,0,0
FRA-Ligue 1,2024-25,Reims,Keito Nakamura,JPN,"FW,MF",24,2000,29.4,68,2.31,51,1,7,9,0,0,7,0.24,4,0,1,2,0,0
FRA-Ligue 1,2024-25,Reims,Malcolm Jeng,SWE,DF,19,2005,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Mamadou Diakhon,FRA,"FW,MF",18,2005,9.5,37,3.88,20,1,4,5,6,1,2,0.21,1,0,0,1,0,0
FRA-Ligue 1,2024-25,Reims,Marshall Munetsi,ZIM,MF,28,1996,18.8,41,2.18,31,0,2,3,4,1,4,0.21,3,0,0,1,0,0
FRA-Ligue 1,2024-25,Reims,Martin Adeline,FRA,MF,20,2003,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Mohamed Bamba,CIV,MF,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Mohamed Daramy,DEN,FW,22,2002,0.2,2,11.25,1,0,0,1,0,0,1,5.63,0,0,0,1,0,0
FRA-Ligue 1,2024-25,Reims,Mory Gbane,CIV,"DF,MF",23,2000,12.5,18,1.44,16,1,0,0,1,0,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Nhoa Sangui,FRA,"DF,MF",18,2006,12.9,18,1.4,14,2,2,0,0,0,5,0.39,3,1,1,0,0,0
FRA-Ligue 1,2024-25,Reims,Niama Sissoko,MLI,"FW,MF",18,2005,0.5,1,1.91,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Oumar Diakité,CIV,FW,20,2003,18.1,39,2.16,29,0,2,5,3,0,4,0.22,4,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Reda Khadra,GER,"MF,FW",23,2001,0.9,2,2.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Sergio Akieme,ESP,DF,26,1997,28.0,37,1.32,29,4,0,2,2,0,3,0.11,3,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Teddy Teuma,MLT,MF,30,1993,8.3,28,3.36,21,3,1,2,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Thibault De Smet,BEL,DF,26,1998,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Valentin Atangana Edoa,FRA,MF,18,2005,31.7,49,1.55,33,0,3,5,4,4,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Reims,Yaya Kader Fofana,MLI,"MF,FW",20,2004,7.0,22,3.12,16,0,4,0,1,1,5,0.71,3,0,2,0,0,0
FRA-Ligue 1,2024-25,Reims,Yehvann Diouf,SEN,GK,24,1999,34.0,7,0.21,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Adrien Truffert,FRA,"DF,MF",22,2001,30.6,76,2.49,53,12,2,5,3,1,8,0.26,6,0,1,1,0,0
FRA-Ligue 1,2024-25,Rennes,Albert Grønbaek,DEN,"MF,FW",23,2001,9.0,29,3.21,17,5,3,2,2,0,5,0.55,1,1,2,0,1,0
FRA-Ligue 1,2024-25,Rennes,Alidu Seidu,GHA,DF,24,2000,8.9,12,1.34,8,2,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Amine Gouiri,ALG,"MF,FW",24,2000,11.5,29,2.52,21,1,5,2,0,0,4,0.35,3,0,1,0,0,0
FRA-Ligue 1,2024-25,Rennes,Anthony Rouault,FRA,DF,23,2001,10.8,10,0.93,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Arnaud Kalimuendo,FRA,"FW,MF",22,2002,28.6,49,1.71,37,0,3,6,2,1,6,0.21,4,0,0,2,0,0
FRA-Ligue 1,2024-25,Rennes,Ayanda Sishuba,BEL,FW,19,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Azor Matusiwa,NED,MF,26,1998,23.1,46,1.99,38,2,0,2,2,2,6,0.26,4,0,0,1,0,1
FRA-Ligue 1,2024-25,Rennes,Baptiste Santamaria,FRA,MF,29,1995,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0
FRA-Ligue 1,2024-25,Rennes,Benjamin Bourigeaud,FRA,MF,30,1994,0.9,2,2.25,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Brice Samba,FRA,GK,30,1994,17.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Carlos Gómez,COL,"MF,DF",21,2002,4.2,12,2.83,10,0,1,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Christopher Wooh,CMR,DF,22,2001,16.2,16,0.99,10,1,0,2,3,0,1,0.06,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Djaoui Cissé,FRA,MF,20,2004,12.5,27,2.17,22,0,3,1,1,0,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Gauthier Gallon,FRA,GK,31,1993,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Glen Kamara,FIN,MF,28,1995,7.4,20,2.72,19,0,0,0,0,1,2,0.27,2,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Hans Hateboer,NED,DF,30,1994,18.7,30,1.6,28,1,0,1,0,0,2,0.11,2,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Henrik Meister,DEN,FW,20,2003,0.7,3,4.29,3,0,0,0,0,0,1,1.43,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Ismaël Koné,CAN,MF,22,2002,5.2,10,1.92,10,0,0,0,0,0,1,0.19,1,0,0,0,0,0
FRA-Ligue 1,2024-25,Rennes,Jordan James,WAL,MF,20,2004,13.1,44,3.36,26,11,2,4,1,0,6,0.46,5,0,0,1,0,0
